id,origin,type,category,tags,title_en,title_fr,keyword_en,keyword_fr,slug_en,path_en,slug_fr,path_fr,length,angle,notes,pair_of,status_en,status_fr,merged_into,cover
92,en,article,Trends,"AI tarot, TikTok, pick a card, manifestation",Etsy witches and paid spells: what you’re actually buying,,paid spells etsy,,paid-spells-etsy,/blog/paid-spells-etsy/,,,900,,,,todo,todo,,
93,en,article,Trends,"AI tarot, TikTok, pick a card, manifestation",Tarot on Instagram: the reader you follow vs the reader you need,,instagram tarot readers,,instagram-tarot-readers,/blog/instagram-tarot-readers/,,,900,,,,todo,todo,,
94,en,article,Trends,"AI tarot, TikTok, pick a card, manifestation","Free tarot reading online: what to expect, and the four signs of a hook","Tirage gratuit en ligne : à quoi s’attendre, et les quatre signes d’un hameçon",free tarot reading online,tirage tarot gratuit,before-a-free-online-reading,/blog/before-a-free-online-reading/,tirage-tarot-gratuit,/fr/blog/tirage-tarot-gratuit/,900,les quatre signes,,F124,written,todo,,
95,en,article,Trends,"AI tarot, TikTok, pick a card, manifestation",Tarot apps: are they any good? A reader tries six,Les tirages automatiques valent-ils quelque chose ? Un test à la main,best tarot apps,tirage tarot automatique,best-tarot-apps,/blog/best-tarot-apps/,tirage-tarot-automatique,/fr/blog/tirage-tarot-automatique/,900,tester un générateur comme on teste un lecteur,,F125,todo,todo,,
96,en,article,Trends,"AI tarot, TikTok, pick a card, manifestation",Tarot subscriptions and ‘extended readings’: the economics of false hope,,tarot extended reading,,tarot-extended-reading,/blog/tarot-extended-reading/,,,900,,,,todo,todo,,
97,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",How to read your birth chart in one evening (and check it like an invoice),J’ai testé mon thème astral case par case : 30 à 40 % de juste,how to read my birth chart,tester son thème astral,i-tested-my-birth-chart,/blog/i-tested-my-birth-chart/,tester-son-theme-astral,/fr/blog/tester-son-theme-astral/,1600,tick or cross,,F186,written,todo,,
98,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",What is a birth chart? The honest beginner’s explainer,,what is a birth chart,,what-is-a-birth-chart,/blog/what-is-a-birth-chart/,,,900,,,,todo,todo,,
99,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Sun, Moon, rising: what your ‘big three’ can and can’t tell you","Le trio Soleil, Lune, Ascendant : ce qu’il peut dire, et ce qu’il ne peut pas",big three astrology,soleil lune ascendant,big-three-astrology,/blog/big-three-astrology/,soleil-lune-ascendant,/fr/blog/soleil-lune-ascendant/,900,a third,,F189,todo,todo,,
100,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","What is my rising sign, and does it matter? What the test said",,rising sign meaning,,rising-sign-meaning,/blog/rising-sign-meaning/,,,900,,,,todo,todo,,
101,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Saturn, Lilith and Chiron: the three placements that held 75–90% in my test","Saturne, Lilith et Chiron : les trois positions qui ont tenu à 75-90 %",saturn lilith chiron,saturne lilith chiron,saturn-lilith-chiron,/blog/saturn-lilith-chiron/,saturne-lilith-chiron,/fr/blog/saturne-lilith-chiron/,900,the result,,F187,todo,todo,,
102,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Saturn return explained: what happens at 29 (and what might just be being 29),"Le retour de Saturne, sans le catastrophisme",saturn return,retour de saturne,saturn-return,/blog/saturn-return/,retour-de-saturne,/fr/blog/retour-de-saturne/,900,,,F191,todo,todo,,
103,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Chiron in astrology: the wound you circle, and the card that carries it",,chiron astrology meaning,,chiron-astrology-meaning,/blog/chiron-astrology-meaning/,,,900,the Hermit,,,todo,todo,,
104,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Lilith in astrology: what you learned to hide — and the Devil card,,lilith astrology meaning,,lilith-astrology-meaning,/blog/lilith-astrology-meaning/,,,900,,,,todo,todo,,
105,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Mercury retrograde is not why your train is late,,mercury retrograde meaning,,mercury-retrograde-meaning,/blog/mercury-retrograde-meaning/,,,900,,,,todo,todo,,
106,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Mercury retrograde 2026 dates: what to actually expect (spoiler: little),"Mercure rétrograde 2026 : les vraies dates, et pourquoi votre train est juste en retard",mercury retrograde 2026,mercure rétrograde 2026,mercury-retrograde-2026,/blog/mercury-retrograde-2026/,mercure-retrograde-2026,/fr/blog/mercure-retrograde-2026/,900,"26 fév-20 mars, 29 juin-23 juil, 24 oct-13 nov (à vérifier)",,F190,todo,todo,,
107,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Venus retrograde 2026 (Oct 3–Nov 13): a reader’s calm guide,,venus retrograde 2026,,venus-retrograde-2026,/blog/venus-retrograde-2026/,,,900,,,,todo,todo,,
108,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Pluto in Aquarius: the ‘AI-era transit’, explained without the panic",,pluto in aquarius,,pluto-in-aquarius,/blog/pluto-in-aquarius/,,,900,,,,todo,todo,,
109,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Saturn–Neptune conjunction at 0° Aries (Feb 20, 2026): what it was, what it wasn’t",,saturn neptune conjunction 2026,,saturn-neptune-conjunction-2026,/blog/saturn-neptune-conjunction-2026/,,,900,,,,todo,todo,,
110,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","2026 eclipses: dates, signs, and a tarot spread that doesn’t promise anything",Éclipses 2026 et tarot : lire quand tout le monde dit de ne pas lire,2026 eclipses,éclipse 2026 tarot,2026-eclipses,/blog/2026-eclipses/,eclipse-2026-tarot,/fr/blog/eclipse-2026-tarot/,900,,,F195,todo,todo,,
111,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Eclipse season tarot: how to read when everyone says ‘don’t’,,eclipse tarot reading,,eclipse-tarot-reading,/blog/eclipse-tarot-reading/,,,900,,,,todo,todo,,
112,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Full moon tarot spread: the one I use, and why it fits on a napkin",,full moon tarot spread,,full-moon-tarot-spread,/blog/full-moon-tarot-spread/,,,900,,,,todo,todo,,
113,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","New moon tarot spread: three cards, one intention, no candle",,new moon tarot spread,,new-moon-tarot-spread,/blog/new-moon-tarot-spread/,,,900,,,,todo,todo,,
114,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Moon phases and tarot: does the moon change a reading? I counted,,moon phase tarot,,moon-phase-tarot,/blog/moon-phase-tarot/,,,900,,,,todo,todo,,
115,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Zodiac compatibility: what a chart can say about two people (and what it can’t),,zodiac compatibility,,zodiac-compatibility,/blog/zodiac-compatibility/,,,900,,,,todo,todo,,
116,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",The 12 zodiac signs and their tarot cards: one story per pair,"Les 12 signes et leur lame : la table complète, avec une histoire par paire",zodiac signs tarot cards,signe astrologique carte tarot,zodiac-signs-tarot-cards,/blog/zodiac-signs-tarot-cards/,signe-astrologique-carte-tarot,/fr/blog/signe-astrologique-carte-tarot/,900,,,F192,todo,todo,,
117,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Astrology vs tarot: which one to learn first, and why I keep both",Astrologie et tarot : par lequel commencer ?,astrology vs tarot,astrologie ou tarot,astrology-vs-tarot,/blog/astrology-vs-tarot/,astrologie-ou-tarot,/fr/blog/astrologie-ou-tarot/,900,,,F193,todo,todo,,
118,en,article,"Astrology, tested","astrology, birth chart, transits, 2026","Tarot birth cards: how to find yours, and what to do with it",,tarot birth card,,tarot-birth-card,/blog/tarot-birth-card/,,,900,,,,todo,todo,,
119,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Scorpio season and tarot: why the readings get heavier in November,Saison du Scorpion : pourquoi les lectures deviennent plus lourdes en novembre,scorpio season tarot,saison scorpion tarot,scorpio-season-tarot,/blog/scorpio-season-tarot/,saison-scorpion-tarot,/fr/blog/saison-scorpion-tarot/,900,,,F319,todo,todo,,
120,en,article,"Astrology, tested","astrology, birth chart, transits, 2026",Which tarot card is your zodiac sign? The Golden Dawn table (and its limits),,tarot card for zodiac sign,,tarot-card-for-zodiac-sign,/blog/tarot-card-for-zodiac-sign/,,,900,,,,todo,todo,,
121,en,pillar,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Tarot numerology explained: the 1–10 cycle you already know,,tarot numerology,,numerology,/library/numerology/,numerologie,/fr/bibliotheque/numerologie/,900,Instagram thread,,,exists,todo,,
122,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Life path number: how to calculate it, and what the House thinks it’s worth",,life path number,,life-path-number,/blog/life-path-number/,,,900,,,,todo,todo,,
123,en,tool,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Numerology calculator: what it does, what it can’t (and a free one)",,numerology calculator,,numerology-calculator,/tools/numerology-calculator/,,,900,free tool + honest framing,,,todo,todo,,
124,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Angel numbers explained: 111, 222, 444, 777 — and the honest version",,angel numbers meaning,,angel-numbers-meaning,/blog/angel-numbers-meaning/,,,900,pattern-seeking,,,todo,todo,,
125,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Is 11:11 a sign? What it means to keep seeing the same numbers,,1111 meaning,,1111-meaning,/blog/1111-meaning/,,,900,,,,todo,todo,,
126,en,tool,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Birth chart calculator: free, accurate, and it tells you what a third is worth",,birth chart calculator,,birth-chart-calculator,/tools/birth-chart-calculator/,,,900,free tool + stance,,,todo,todo,,
127,en,tool,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Moon phase today: what the moon is doing, and what it does to a reading",,moon phase today,,moon-phase-today,/tools/moon-phase-today/,,,900,free tool,,,todo,todo,,
128,en,pillar,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Tarot colour meanings: read a card before you know its name,,tarot colour meanings,,tarot-colours,/library/tarot-colours/,couleurs-tarot,/fr/bibliotheque/couleurs-tarot/,900,pillar,,,exists,todo,,
129,en,pillar,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","The four elements in tarot: Earth, Water, Fire, Air explained",,four elements tarot,,four-elements,/library/four-elements/,quatre-elements,/fr/bibliotheque/quatre-elements/,900,pillar,,,exists,todo,,
130,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Feminine and masculine energy in tarot: two dynamics, not two sexes",,feminine masculine energy tarot,,feminine-masculine-energy-tarot,/blog/feminine-masculine-energy-tarot/,,,900,,,,todo,todo,,
131,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Cardinal, fixed, mutable: the three modes and what they do to a card",,cardinal fixed mutable,,cardinal-fixed-mutable,/blog/cardinal-fixed-mutable/,,,900,,,,todo,todo,,
132,en,pillar,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Tarot symbols explained: 30 things the cards keep drawing,,tarot symbols meaning,,tarot-symbols,/library/tarot-symbols/,symboles-tarot,/fr/bibliotheque/symboles-tarot/,900,,,,exists,todo,,
133,en,pillar,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Kabbalah and tarot: the Tree of Life without the mystification,,kabbalah tarot,,kabbalah,/library/kabbalah/,kabbale,/fr/bibliotheque/kabbale/,900,,,,exists,todo,,
134,en,pillar,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",History of tarot: from a card game to a divination tool (with sources),,history of tarot,,tarot-history,/library/tarot-history/,histoire-du-tarot,/fr/bibliotheque/histoire-du-tarot/,900,cited,,,exists,todo,,
135,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Pamela Colman Smith: the woman who drew the deck everyone uses,,pamela colman smith,,pamela-colman-smith,/blog/pamela-colman-smith/,,,900,cited,,,todo,todo,,
136,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Rider-Waite-Smith tarot: why it’s the standard, and who ‘Rider’ was",,rider waite smith tarot,,rider-waite-smith-tarot,/blog/rider-waite-smith-tarot/,,,900,,,,todo,todo,,
137,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Tarot vs oracle cards: the difference, explained once and for all","Tarot ou oracle : quelle différence, et lequel pour débuter",tarot vs oracle cards,différence entre tarot et oracle,tarot-vs-oracle-cards,/blog/tarot-vs-oracle-cards/,difference-entre-tarot-et-oracle,/fr/blog/difference-entre-tarot-et-oracle/,900,78 lames codifiées vs nombre libre,,F141,todo,todo,,
138,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Lenormand vs tarot: which system, for which question",,lenormand vs tarot,,lenormand-vs-tarot,/blog/lenormand-vs-tarot/,,,900,,,,todo,todo,,
139,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Thoth tarot vs Rider-Waite: what changes when you switch decks,,thoth vs rider waite,,thoth-vs-rider-waite,/blog/thoth-vs-rider-waite/,,,900,,,,todo,todo,,
140,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent",Marseille tarot vs Rider-Waite-Smith: pips without pictures,"Tarot de Marseille ou Rider-Waite-Smith : le débat français, tranché honnêtement",marseille vs rider waite,tarot de marseille ou rider waite,marseille-vs-rider-waite,/blog/marseille-vs-rider-waite/,tarot-de-marseille-ou-rider-waite,/fr/blog/tarot-de-marseille-ou-rider-waite/,900,exception française ; pourquoi la Maison enseigne le RWS,,F136,todo,todo,,
141,en,article,Lenses & adjacent,"numerology, elements, colours, tools, adjacent","Runes, pendulum, I Ching: what other divination tools do that tarot doesn’t",,divination tools compared,,divination-tools-compared,/blog/divination-tools-compared/,,,900,,,,todo,todo,,
